N,c1,c2,c3,liar_caught
8,3,3,2,true
8,3,2,3,true
8,2,3,3,true
8,1,4,3,false
8,3,1,4,false
8,4,1,3,true
8,2,4,2,false
8,4,2,2,true
8,1,2,5,false
8,2,5,1,false
8,5,2,1,false
9,3,3,3,false
9,3,2,4,false
9,2,3,4,false
9,4,2,3,false
9,5,2,2,false
9,2,5,2,false
9,5,3,1,false
9,3,5,1,false
9,1,5,3,false
10,4,3,3,false
10,3,4,3,false
10,5,2,3,false
10,5,2,3,false
10,2,3,5,false
11,4,4,3,true
11,3,4,3,false
11,5,4,2,true
11,4,5,2,true
11,2,4,5,false
11,6,3,2,true
11,3,6,2,false
11,2,6,3,false



