N,c1,c2,c3,liar_caught
16,5,10,1,true
16,10,1,5,false
16,1,5,10,true
16,5,10,1,true
16,10,1,5,false
16,1,5,10,true
16,5,10,1,true
16,10,1,5,false
16,1,5,10,true
16,5,10,1,true
16,10,1,5,false
16,1,5,10,true
16,5,10,1,true
16,10,1,5,false
16,1,5,10,true
16,5,10,1,true
16,10,1,5,false
16,1,5,10,true
16,5,10,1,true
16,10,1,5,false
16,1,5,10,true
16,5,10,1,true
16,10,1,5,false
16,1,5,10,true
16,5,10,1,true
16,10,1,5,false
16,1,5,10,true
16,5,10,1,true
16,10,1,5,false
16,1,5,10,true
16,5,10,1,true
16,10,1,5,false
16,1,5,10,true
16,5,10,1,true
16,10,1,5,false
16,1,5,10,true
16,5,10,1,true
16,10,1,5,false
16,1,5,10,true
16,5,10,1,true
16,10,1,5,false
16,1,5,10,true
16,5,10,1,true
16,10,1,5,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,5,6,5,false
16,6,5,5,false
16,5,5,6,false
16,5,6,5,false
16,6,5,5,false
16,5,5,6,false
16,5,6,5,false
16,6,5,5,false
16,5,5,6,false
16,5,6,5,false
16,6,5,5,false
16,5,5,6,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,4,8,4,false
16,8,4,4,false
16,4,4,8,false
16,4,8,4,false
16,8,4,4,false
16,4,4,8,false
16,4,8,4,false
16,8,4,4,false
16,4,4,8,false
16,4,8,4,false
16,8,4,4,false
16,4,4,8,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,2,3,11,true
16,3,11,2,false
16,11,2,3,false
16,2,3,11,true
16,3,11,2,false
16,11,2,3,false
16,2,3,11,true
16,3,11,2,false
16,11,2,3,false
16,2,3,11,true
16,3,11,2,false
16,11,2,3,false
16,2,3,11,true
16,3,11,2,false
16,11,2,3,false
16,2,3,11,true
16,3,11,2,false
16,11,2,3,false
16,2,3,11,true
16,3,11,2,false
16,11,2,3,false
16,2,3,11,true
16,3,11,2,false
16,11,2,3,false
16,2,3,11,true
16,3,11,2,false
16,11,2,3,false
16,2,3,11,true
16,3,11,2,false
16,11,2,3,false
16,2,3,11,true
16,3,11,2,false
16,11,2,3,false
16,2,3,11,true
16,3,11,2,false
16,11,2,3,false
16,2,3,11,true
16,3,11,2,false
16,11,2,3,false
16,2,3,11,true
16,3,11,2,false
16,11,2,3,false
16,2,3,11,true
16,3,11,2,false
16,11,2,3,false
16,2,3,11,true
16,3,11,2,false
16,11,2,3,false
16,2,3,11,true
16,3,11,2,false
16,11,2,3,false
16,2,3,11,true
16,3,11,2,false
16,11,2,3,false
16,2,3,11,true
16,3,11,2,false
16,11,2,3,false
16,2,3,11,true
16,3,11,2,false
16,11,2,3,false
16,2,3,11,true
16,3,11,2,false
16,11,2,3,false
16,2,3,11,true
16,3,11,2,false
16,11,2,3,false
16,2,3,11,true
16,3,11,2,false
16,11,2,3,false
16,2,3,11,true
16,3,11,2,false
16,11,2,3,false
16,2,3,11,true
16,3,11,2,false
16,11,2,3,false
16,2,3,11,true
16,3,11,2,false
16,11,2,3,false
16,1,4,11,true
16,4,11,1,true
16,11,1,4,false
16,1,4,11,true
16,4,11,1,true
16,11,1,4,false
16,1,4,11,true
16,4,11,1,true
16,11,1,4,false
16,1,4,11,true
16,4,11,1,true
16,11,1,4,false
16,1,4,11,true
16,4,11,1,true
16,11,1,4,false
16,1,4,11,true
16,4,11,1,true
16,11,1,4,false
16,1,4,11,true
16,4,11,1,true
16,11,1,4,false
16,1,4,11,true
16,4,11,1,true
16,11,1,4,false
16,1,4,11,true
16,4,11,1,true
16,11,1,4,false
16,1,4,11,true
16,4,11,1,true
16,11,1,4,false
16,1,4,11,true
16,4,11,1,true
16,11,1,4,false
16,1,4,11,true
16,4,11,1,true
16,11,1,4,false
16,1,4,11,true
16,4,11,1,true
16,11,1,4,false
16,1,4,11,true
16,4,11,1,true
16,11,1,4,false
16,1,4,11,true
16,4,11,1,true
16,11,1,4,false
16,1,4,11,true
16,4,11,1,true
16,11,1,4,false
16,1,4,11,true
16,4,11,1,true
16,11,1,4,false
16,1,4,11,true
16,4,11,1,true
16,11,1,4,false
16,1,4,11,true
16,4,11,1,true
16,11,1,4,false
16,1,4,11,true
16,4,11,1,true
16,11,1,4,false
16,1,4,11,true
16,4,11,1,true
16,11,1,4,false
16,1,4,11,true
16,4,11,1,true
16,11,1,4,false
16,1,4,11,true
16,4,11,1,true
16,11,1,4,false
16,1,4,11,true
16,4,11,1,true
16,11,1,4,false
16,1,4,11,true
16,4,11,1,true
16,11,1,4,false
16,1,4,11,true
16,4,11,1,true
16,11,1,4,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,5,6,5,false
16,6,5,5,false
16,5,5,6,false
16,5,6,5,false
16,6,5,5,false
16,5,5,6,false
16,5,6,5,false
16,6,5,5,false
16,5,5,6,false
16,5,6,5,false
16,6,5,5,false
16,5,5,6,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,4,8,4,false
16,8,4,4,false
16,4,4,8,false
16,4,8,4,false
16,8,4,4,false
16,4,4,8,false
16,4,8,4,false
16,8,4,4,false
16,4,4,8,false
16,4,8,4,false
16,8,4,4,false
16,4,4,8,false
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,1,3,12,true
16,3,12,1,false
16,12,1,3,false
16,1,3,12,true
16,3,12,1,false
16,12,1,3,false
16,1,3,12,true
16,3,12,1,false
16,12,1,3,false
16,1,3,12,true
16,3,12,1,false
16,12,1,3,false
16,1,3,12,true
16,3,12,1,false
16,12,1,3,false
16,1,3,12,true
16,3,12,1,false
16,12,1,3,false
16,1,3,12,true
16,3,12,1,false
16,12,1,3,false
16,1,3,12,true
16,3,12,1,false
16,12,1,3,false
16,1,3,12,true
16,3,12,1,false
16,12,1,3,false
16,1,3,12,true
16,3,12,1,false
16,12,1,3,false
16,1,3,12,true
16,3,12,1,false
16,12,1,3,false
16,1,3,12,true
16,3,12,1,false
16,12,1,3,false
16,1,3,12,true
16,3,12,1,false
16,12,1,3,false
16,1,3,12,true
16,3,12,1,false
16,12,1,3,false
16,1,3,12,true
16,3,12,1,false
16,12,1,3,false
16,1,3,12,true
16,3,12,1,false
16,12,1,3,false
16,1,3,12,true
16,3,12,1,false
16,12,1,3,false
16,1,3,12,true
16,3,12,1,false
16,12,1,3,false
16,1,3,12,true
16,3,12,1,false
16,12,1,3,false
16,1,3,12,true
16,3,12,1,false
16,12,1,3,false
16,1,3,12,true
16,3,12,1,false
16,12,1,3,false
16,1,3,12,true
16,3,12,1,false
16,12,1,3,false
16,1,3,12,true
16,3,12,1,false
16,12,1,3,false
16,1,3,12,true
16,3,12,1,false
16,12,1,3,false
16,1,3,12,true
16,3,12,1,false
16,12,1,3,false
16,1,3,12,true
16,3,12,1,false
16,12,1,3,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,4,6,6,false
16,6,6,4,false
16,6,4,6,false
16,5,6,5,false
16,6,5,5,false
16,5,5,6,false
16,5,6,5,false
16,6,5,5,false
16,5,5,6,false
16,5,6,5,false
16,6,5,5,false
16,5,5,6,false
16,5,6,5,false
16,6,5,5,false
16,5,5,6,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,7,7,false
16,7,7,2,false
16,7,2,7,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,4,8,4,false
16,8,4,4,false
16,4,4,8,false
16,4,8,4,false
16,8,4,4,false
16,4,4,8,false
16,4,8,4,false
16,8,4,4,false
16,4,4,8,false
16,4,8,4,false
16,8,4,4,false
16,4,4,8,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,3,10,3,false
16,10,3,3,false
16,3,3,10,true
16,2,2,12,true
16,2,12,2,false
16,12,2,2,false
16,2,2,12,true
